=新闻=,#genre#
Skysports Football,http://96.44.160.246:9999/smt.php?id=tiankongfootball
Skysports Golf,http://96.44.160.246:9999/smt.php?id=tiankonggolf
Skysports Main Event,http://96.44.160.246:9999/smt.php?id=tiankongmain
Skysports News,http://96.44.160.246:9999/smt.php?id=tiankongnews
Skysports PL英超,http://96.44.160.246:9999/smt.php?id=tiankongepl
Star Movies,http://96.44.160.246:9999/smt.php?id=starmovies_raj
TLC,http://96.44.160.246:9999/smt.php?id=Tlc
Warner TV,http://96.44.160.246:9999/smt.php?id=WarnerTV


=香港=,#genre#
凤凰资讯,http://96.44.160.246:9999/smt.php?id=phoenixinfo_hd
凤凰中文,http://96.44.160.246:9999/smt.php?id=phoenixtv_hd
凤凰香港,http://96.44.160.246:9999/smt.php?id=hkphoenix_twn
RTHK31,http://96.44.160.246:9999/smt.php?id=rhk31_twn
RTHK32,http://96.44.160.246:9999/smt.php?id=rhk32_twn
TVB Plus,http://96.44.160.246:9999/smt.php?id=j2_hkdavid
TVB Plus,http://96.44.160.246:9999/smt.php?id=j2_twn
TVB翡翠,http://96.44.160.246:9999/smt.php?id=jade_twn
TVB翡翠,http://96.44.160.246:9999/smt.php?id=jade_mike
TVB翡翠,http://96.44.160.246:9999/smt.php?id=Tvbjade
TVB明珠,http://96.44.160.246:9999/smt.php?id=pearl_twn
TVB明珠,http://96.44.160.246:9999/smt.php?id=pearl_hkdavid
TVB千禧经典,http://96.44.160.246:9999/smt.php?id=Tvbclassic
TVB无线财经,http://96.44.160.246:9999/smt.php?id=tvbcaijing_twn
TVB无线新闻,http://96.44.160.246:9999/smt.php?id=inews_twn
TVB星河,http://96.44.160.246:9999/smt.php?id=tvbxinhe_twn
TVB星河,http://96.44.160.246:9999/smt.php?id=Xinhe
TVB娱乐新闻,http://96.44.160.246:9999/smt.php?id=Tvbentertainment
VIUTV,http://96.44.160.246:9999/smt.php?id=viu1_twn
VIUTV6,http://96.44.160.246:9999/smt.php?id=viusix_twn
VIUTV69,http://96.44.160.246:9999/smt.php?id=viutv69_hkdavid


=台湾=,#genre#
AFN亚洲美食,http://96.44.160.246:9999/smt.php?id=afc_twn
AXN Taiwan,http://96.44.160.246:9999/smt.php?id=axn_twn
Baby TV Eng,http://96.44.160.246:9999/smt.php?id=Babytv
Baby TV,http://96.44.160.246:9999/smt.php?id=babytv_twn
Boomerang Taiwan,http://96.44.160.246:9999/smt.php?id=boomerang_twn
CATCHPLAY,http://96.44.160.246:9999/smt.php?id=catchplay_twn
CI,http://96.44.160.246:9999/smt.php?id=ci_twn
CINEMAX,http://96.44.160.246:9999/smt.php?id=cinemax_twn
CN卡通,http://96.44.160.246:9999/smt.php?id=momo1_twn
Discovery Asia,http://96.44.160.246:9999/smt.php?id=discoverytwn_twn
Disney Taiwan,http://96.44.160.246:9999/smt.php?id=disneytwn_twn
DMAX,http://96.44.160.246:9999/smt.php?id=discoveryhd_twn
DMAX,http://96.44.160.246:9999/smt.php?id=natgeohd_twn
EYETV 旅游,http://96.44.160.246:9999/smt.php?id=eyetvtravel_twn
EYETV 戏剧,http://96.44.160.246:9999/smt.php?id=eyetvxiju_twn
Fashion TV,http://96.44.160.246:9999/smt.php?id=fashiontv_twn
FTV影剧,http://96.44.160.246:9999/smt.php?id=toptv_twn
HBO Family,http://96.44.160.246:9999/smt.php?id=Hbofamily
HBO HD,http://96.44.160.246:9999/smt.php?id=hbohd_twn
HBO Hits,http://96.44.160.246:9999/smt.php?id=hbohits_twn
Hollywood,http://96.44.160.246:9999/smt.php?id=hollywoodmovies_twn
Moonbug,http://96.44.160.246:9999/smt.php?id=MiaoMi
MTV Live,http://96.44.160.246:9999/smt.php?id=mtvhd_twn
TLC旅游,http://96.44.160.246:9999/smt.php?id=tlc_twn
TVBS 欢乐,http://96.44.160.246:9999/smt.php?id=tvbshuanle_twn
爱尔达体育2,http://96.44.160.246:9999/smt.php?id=eltasport2_twn
爱尔达体育3,http://96.44.160.246:9999/smt.php?id=eltasport3_twn
爱尔达体育4,http://96.44.160.246:9999/smt.php?id=natgeowild_twn
爱尔达影剧,http://96.44.160.246:9999/smt.php?id=eltayingju_twn
爱尔达综合,http://96.44.160.246:9999/smt.php?id=eltazonghe_twn
八大第一,http://96.44.160.246:9999/smt.php?id=badafirst
八大戏剧,http://96.44.160.246:9999/smt.php?id=badadrama
八大娱乐,http://96.44.160.246:9999/smt.php?id=badaentertain
八大综合,http://96.44.160.246:9999/smt.php?id=badazhonghe
博斯高球2,http://96.44.160.246:9999/smt.php?id=bosigolf2_twn
博斯网球,http://96.44.160.246:9999/smt.php?id=bositennis_twn
博斯无限,http://96.44.160.246:9999/smt.php?id=bosiunlimited_twn
博斯运动 1,http://96.44.160.246:9999/smt.php?id=bosisport1_twn
博斯运动 2,http://96.44.160.246:9999/smt.php?id=bosisport2_twn
大爱,http://96.44.160.246:9999/smt.php?id=daai_twn
东风37,http://96.44.160.246:9999/smt.php?id=aziotv_twn
东森超视,http://96.44.160.246:9999/smt.php?id=ettvsuper
东森电影,http://96.44.160.246:9999/smt.php?id=ettvmovie
东森戏剧,http://96.44.160.246:9999/smt.php?id=ettvdrama
东森洋片,http://96.44.160.246:9999/smt.php?id=ettvwestern
东森幼幼,http://96.44.160.246:9999/smt.php?id=yoyo_twn
东森综合,http://96.44.160.246:9999/smt.php?id=ettvzhonghe
动物星球,http://96.44.160.246:9999/smt.php?id=animalplanet_twn
公视,http://96.44.160.246:9999/smt.php?id=ctv_taiwan
好消息 2,http://96.44.160.246:9999/smt.php?id=goods_twn
华视,http://96.44.160.246:9999/smt.php?id=ctshd_twn
华艺中文,http://96.44.160.246:9999/smt.php?id=weishichinese_twn
靖天国际,http://96.44.160.246:9999/smt.php?id=jingtianintl_twn
靖天卡通,http://96.44.160.246:9999/smt.php?id=jingtiancartoon_twn
龙华电影,http://96.44.160.246:9999/smt.php?id=xingwei_movie
龙华偶像,http://96.44.160.246:9999/smt.php?id=lunghuaidol_twn
龙华戏剧,http://96.44.160.246:9999/smt.php?id=lunghuaxiju_twn
龙华洋片,http://96.44.160.246:9999/smt.php?id=lunghuajingdian_twn
龙华洋片,http://96.44.160.246:9999/smt.php?id=lunghuawestern_twn
龙祥时代,http://96.44.160.246:9999/smt.php?id=lungxiangtime_twn
美食星球,http://96.44.160.246:9999/smt.php?id=foodplanet_twn
美亚电影,http://96.44.160.246:9999/smt.php?id=meiyamovie_twn
民视,http://96.44.160.246:9999/smt.php?id=ftvhd_taiwan
民视,http://96.44.160.246:9999/smt.php?id=ftvtaiwan_twn
三立都会,http://96.44.160.246:9999/smt.php?id=sanlidouhui
三立台湾,http://96.44.160.246:9999/smt.php?id=sanlitaiwan
三立戏剧,http://96.44.160.246:9999/smt.php?id=sanlixiju_twn
三立综合,http://96.44.160.246:9999/smt.php?id=sanlizhonghe
台视,http://96.44.160.246:9999/smt.php?id=ttv_taiwan
台视综合,http://96.44.160.246:9999/smt.php?id=ttvzhonghe_twn
纬来电影,http://96.44.160.246:9999/smt.php?id=videolandmovie_twn
纬来精彩,http://96.44.160.246:9999/smt.php?id=videolandspecial_twn
纬来日本,http://96.44.160.246:9999/smt.php?id=videolandjapan
纬来体育,http://96.44.160.246:9999/smt.php?id=videolandsport
纬来育乐,http://96.44.160.246:9999/smt.php?id=videolandyule
纬来综合,http://96.44.160.246:9999/smt.php?id=videolandzonghe
卫视电影,http://96.44.160.246:9999/smt.php?id=weishimovie_twn
信吉KTV,http://96.44.160.246:9999/smt.php?id=huanyutaiwan_twn
亚洲旅游,http://96.44.160.246:9999/smt.php?id=asiatravel_twn
中视,http://96.44.160.246:9999/smt.php?id=zhongshihd_twn
中天娱乐,http://96.44.160.246:9999/smt.php?id=ctient
中天综合,http://96.44.160.246:9999/smt.php?id=ctizhonghe


=马来西亚=,#genre#
8TV,http://96.44.160.246:9999/smt.php?id=TV8
AEC,http://96.44.160.246:9999/smt.php?id=AEC
AEC,http://96.44.160.246:9999/smt.php?id=CGTN
Al-Hijrah,http://96.44.160.246:9999/smt.php?id=Alhijrah
Al-Hijrah,http://96.44.160.246:9999/smt.php?id=Alhijrah_backup
AOD,http://96.44.160.246:9999/smt.php?id=AodHD
Arena Bola,http://96.44.160.246:9999/smt.php?id=Bolaarena1
Arena Bola2,http://96.44.160.246:9999/smt.php?id=Bolaarena2
Arena,http://96.44.160.246:9999/smt.php?id=Arena
Arena2,http://96.44.160.246:9999/smt.php?id=Arena2
Aura,http://96.44.160.246:9999/smt.php?id=Aura
Awani,http://96.44.160.246:9999/smt.php?id=Awani
Awesome TV,http://96.44.160.246:9999/smt.php?id=Awesome_mega
Bernama,http://96.44.160.246:9999/smt.php?id=Bernama
Boo,http://96.44.160.246:9999/smt.php?id=Boo
Cartoon Network,http://96.44.160.246:9999/smt.php?id=Cn
Ceria,http://96.44.160.246:9999/smt.php?id=Ceria
Foodnetwork,http://96.44.160.246:9999/smt.php?id=Foodnetwork_mega
HBO Hits,http://96.44.160.246:9999/smt.php?id=Hbohits
HBO Signature,http://96.44.160.246:9999/smt.php?id=Hbosignature
Madinah,http://96.44.160.246:9999/smt.php?id=sunnah_mido
Mecca Live,http://96.44.160.246:9999/smt.php?id=quran_mido
MTV,http://96.44.160.246:9999/smt.php?id=AstroMTV
NTV7,http://96.44.160.246:9999/smt.php?id=NTV7
Oasis,http://96.44.160.246:9999/smt.php?id=Oasis
One,http://96.44.160.246:9999/smt.php?id=One_mega
Premier,http://96.44.160.246:9999/smt.php?id=Astropremier
Prima,http://96.44.160.246:9999/smt.php?id=Prima-0
Prima,http://96.44.160.246:9999/smt.php?id=Prima49
Rania,http://96.44.160.246:9999/smt.php?id=Rania
Ria,http://96.44.160.246:9999/smt.php?id=Citra
Ria,http://96.44.160.246:9999/smt.php?id=Ria-0
Ria,http://96.44.160.246:9999/smt.php?id=Ria49
Rock Actions,http://96.44.160.246:9999/smt.php?id=Rockaction
Rock Entertainment,http://96.44.160.246:9999/smt.php?id=Rockentertain
RTM Sports,http://96.44.160.246:9999/smt.php?id=Rtmsport
Sensasi,http://96.44.160.246:9999/smt.php?id=Sensasi
Showcase,http://96.44.160.246:9999/smt.php?id=Goshop
Showcase,http://96.44.160.246:9999/smt.php?id=Showcase_mega
Sky cinema family,http://96.44.160.246:9999/smt.php?id=Paramountnetwork
Sony,http://96.44.160.246:9999/smt.php?id=SetOne
Thrill,http://96.44.160.246:9999/smt.php?id=Thrill
TV1,http://96.44.160.246:9999/smt.php?id=TV1
TV1,http://96.44.160.246:9999/smt.php?id=TV1_backup
TV2,http://96.44.160.246:9999/smt.php?id=TV2
TV3,http://96.44.160.246:9999/smt.php?id=TV3
TV3,http://96.44.160.246:9999/smt.php?id=tv3_twn
TV9,http://96.44.160.246:9999/smt.php?id=TV9
Warna,http://96.44.160.246:9999/smt.php?id=Warna
Warna,http://96.44.160.246:9999/smt.php?id=Warna-O
爱奇艺,http://96.44.160.246:9999/smt.php?id=Qiyi
华丽,http://96.44.160.246:9999/smt.php?id=Wlt
欢喜,http://96.44.160.246:9999/smt.php?id=Huahee
欢喜,http://96.44.160.246:9999/smt.php?id=Huahee_backup
全佳,http://96.44.160.246:9999/smt.php?id=Quanjia
全佳,http://96.44.160.246:9999/smt.php?id=Ria_quanjia
天映经典,http://96.44.160.246:9999/smt.php?id=Celestial2
天映频道,http://96.44.160.246:9999/smt.php?id=Celestial_mega
TVBS 亚洲,http://96.44.160.246:9999/smt.php?id=Tvbasia


=新加坡=,#genre#
Channel 5,http://96.44.160.246:9999/smt.php?id=Ch5_mega
Channel 5,http://96.44.160.246:9999/smt.php?id=Channel5HD
Channel 8,http://96.44.160.246:9999/smt.php?id=Ch8_mega
Channel 8,http://96.44.160.246:9999/smt.php?id=Channel8HD
Channel U,http://96.44.160.246:9999/smt.php?id=ChU_mega
Channel U,http://96.44.160.246:9999/smt.php?id=ChannelU
Suria,http://96.44.160.246:9999/smt.php?id=Suria_backup
Suria,http://96.44.160.246:9999/smt.php?id=Suria
Vasantham,http://96.44.160.246:9999/smt.php?id=Vasantham_mega
Vasantham,http://96.44.160.246:9999/smt.php?id=Vasantham


=印尼=,#genre#
TVRI WORLD,http://96.44.160.246:9999/smt.php?id=TVRI
MTV NOW,http://96.44.160.246:9999/smt.php?id=Weishimovie
MUSIC TV,http://96.44.160.246:9999/smt.php?id=MusicTV
AlQuran AlKareem,http://96.44.160.246:9999/smt.php?id=AlQuran
Animax,http://96.44.160.246:9999/smt.php?id=Animax
ANTV,http://96.44.160.246:9999/smt.php?id=Antv
Beinsports 2,http://96.44.160.246:9999/smt.php?id=Bein2hd
BTV,http://96.44.160.246:9999/smt.php?id=BeritaSatu_eko
Cinemax,http://96.44.160.246:9999/smt.php?id=Cinemax
Daai TV,http://96.44.160.246:9999/smt.php?id=DaaiTV
Entertain,http://96.44.160.246:9999/smt.php?id=Entertain
EWTN,http://96.44.160.246:9999/smt.php?id=Ewtn
Fashion TV,http://96.44.160.246:9999/smt.php?id=Lifestyle
Fight Sports,http://96.44.160.246:9999/smt.php?id=Fs
GTV,http://96.44.160.246:9999/smt.php?id=Gtv
Hits,http://96.44.160.246:9999/smt.php?id=Hits
Indosiar,http://96.44.160.246:9999/smt.php?id=Indosiar
iNews TV,http://96.44.160.246:9999/smt.php?id=Inewstv
Jak TV,http://96.44.160.246:9999/smt.php?id=JakTV
JTV,http://96.44.160.246:9999/smt.php?id=JTV_eko
Kompass TV,http://96.44.160.246:9999/smt.php?id=Kompass
MD TV,http://96.44.160.246:9999/smt.php?id=NetTV
Metro TV,http://96.44.160.246:9999/smt.php?id=metrotv_eko
MNC TV,http://96.44.160.246:9999/smt.php?id=Mnctv
Muslim TV,http://96.44.160.246:9999/smt.php?id=MuslimTV
RCTI,http://96.44.160.246:9999/smt.php?id=Rcti
RTV,http://96.44.160.246:9999/smt.php?id=Rtv
SCTV,http://96.44.160.246:9999/smt.php?id=SCTV
Tawaf TV,http://96.44.160.246:9999/smt.php?id=TawafTV
Trans 7,http://96.44.160.246:9999/smt.php?id=Trans7_eko
Transtv,http://96.44.160.246:9999/smt.php?id=Transtv
Tv One,http://96.44.160.246:9999/smt.php?id=Tvone
TVMU,http://96.44.160.246:9999/smt.php?id=TVMU_eko
Vision Prime,http://96.44.160.246:9999/smt.php?id=VisionPrime
天映频道,http://96.44.160.246:9999/smt.php?id=Celestialindo


=泰国=,#genre#
Amarin,http://96.44.160.246:9999/smt.php?id=amarin_pat
Ch 8,http://96.44.160.246:9999/smt.php?id=ch8_pat
Channel 3 Thailand,http://96.44.160.246:9999/smt.php?id=ch3_pat
Channel 5 Thailand,http://96.44.160.246:9999/smt.php?id=ch5_pat
Channel 7 Thailand,http://96.44.160.246:9999/smt.php?id=ch7_pat
Gmm Channel,http://96.44.160.246:9999/smt.php?id=gmmchannel_pat
Gmm One,http://96.44.160.246:9999/smt.php?id=gmmone_pat
MCOT HD Thailand,http://96.44.160.246:9999/smt.php?id=mcot_pat
Mono,http://96.44.160.246:9999/smt.php?id=mono_pat
Nation,http://96.44.160.246:9999/smt.php?id=nation_pat
Nbt,http://96.44.160.246:9999/smt.php?id=nbt_pat
New,http://96.44.160.246:9999/smt.php?id=new_pat
PPTV Thailand,http://96.44.160.246:9999/smt.php?id=pptv_pat
Thai PBS,http://96.44.160.246:9999/smt.php?id=tpbs_pat
Thai Thai,http://96.44.160.246:9999/smt.php?id=thaithai_pat
Thairath,http://96.44.160.246:9999/smt.php?id=thairath_pat
TNN24,http://96.44.160.246:9999/smt.php?id=tnn24_pat
TPTV,http://96.44.160.246:9999/smt.php?id=tptv_pat
Workpoint,http://96.44.160.246:9999/smt.php?id=workpoint_pat


=越南=,#genre#
ANTV,http://96.44.160.246:9999/smt.php?id=viet_antv
BPTV 2,http://96.44.160.246:9999/smt.php?id=viet_bptv2
BRT,http://96.44.160.246:9999/smt.php?id=viet_brt
Ca Mau TV,http://96.44.160.246:9999/smt.php?id=viet_camautv
Danang TV1,http://96.44.160.246:9999/smt.php?id=viet_danangtv1
Danang TV2,http://96.44.160.246:9999/smt.php?id=viet_danangtv2
HBTV,http://96.44.160.246:9999/smt.php?id=viet_hbtv
HTV 7,http://96.44.160.246:9999/smt.php?id=viet_htv7
HTV 9,http://96.44.160.246:9999/smt.php?id=viet_htv9
PTTH 1,http://96.44.160.246:9999/smt.php?id=viet_ptth1
VTV 1,http://96.44.160.246:9999/smt.php?id=viet_vtv1
VTV 7,http://96.44.160.246:9999/smt.php?id=viet_vtv7


=韩国=,#genre#
KBS World,http://96.44.160.246:9999/smt.php?id=KBS
K+,http://96.44.160.246:9999/smt.php?id=Kplus
tvN Movie,http://96.44.160.246:9999/smt.php?id=Tvnmovie
TvN,http://96.44.160.246:9999/smt.php?id=TVN
All the Kpop,http://96.44.160.246:9999/smt.php?id=allthekpop_korea
Apps TV,http://96.44.160.246:9999/smt.php?id=appongoogle_korea
Arirang,http://96.44.160.246:9999/smt.php?id=arirang_korea
CBS,http://96.44.160.246:9999/smt.php?id=cbs_korea
CGNTV,http://96.44.160.246:9999/smt.php?id=cgntv_korea
EBS 1,http://96.44.160.246:9999/smt.php?id=ebs1_korea
EBS Kids,http://96.44.160.246:9999/smt.php?id=ebskids_korea
EBS Plus2,http://96.44.160.246:9999/smt.php?id=ebsplus2_korea
EBS2,http://96.44.160.246:9999/smt.php?id=ebs2_korea
J the Kpop,http://96.44.160.246:9999/smt.php?id=jthekpop_korea
KBS World,http://96.44.160.246:9999/smt.php?id=kbsworld24_korea
SBS Plus,http://96.44.160.246:9999/smt.php?id=sbsplus_korea
Yonhap News,http://96.44.160.246:9999/smt.php?id=yonhapnews_korea
YTN DMB,http://96.44.160.246:9999/smt.php?id=ytndmb_korea
YTN Korean,http://96.44.160.246:9999/smt.php?id=ytnkorean_korea
YTN Science,http://96.44.160.246:9999/smt.php?id=ytnscience_korea
YTN,http://96.44.160.246:9999/smt.php?id=ytn_korea


=日本=,#genre#
BS TBS,http://96.44.160.246:9999/smt.php?id=bstbs_japan
BSジャパン 181,http://96.44.160.246:9999/smt.php?id=bs181_japan
BSフジ BS Fuji,http://96.44.160.246:9999/smt.php?id=bsfuji_japan
CNA Japan,http://96.44.160.246:9999/smt.php?id=cna_japan
JET 综合,http://96.44.160.246:9999/smt.php?id=jettv_japan
NHK E,http://96.44.160.246:9999/smt.php?id=nhke_japan
NHK Oaska,http://96.44.160.246:9999/smt.php?id=nhkosaka_japan
NHK 総合2,http://96.44.160.246:9999/smt.php?id=nhkg_japan
NHKBS1,http://96.44.160.246:9999/smt.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://96.44.160.246:9999/smt.php?id=nhkpremium_japan
TOKYOMX,http://96.44.160.246:9999/smt.php?id=tokyomx_japan
テレビ朝日 Asahi TV,http://96.44.160.246:9999/smt.php?id=asahitv_japan
テレビ东京 Tokyo TV,http://96.44.160.246:9999/smt.php?id=tokyotv_japan


=印度=,#genre#
&Pictures,http://96.44.160.246:9999/smt.php?id=Npicture
Adithya,http://96.44.160.246:9999/smt.php?id=Adithya
Asianet News,http://96.44.160.246:9999/smt.php?id=asianetnews_raj
Asianet,http://96.44.160.246:9999/smt.php?id=asianet_raj
Astro KTV,http://96.44.160.246:9999/smt.php?id=Astroktv
Astro Sunlife,http://96.44.160.246:9999/smt.php?id=Sunlife
Astro Sunmusic,http://96.44.160.246:9999/smt.php?id=Sunmusic
Astro Vaanavil,http://96.44.160.246:9999/smt.php?id=Vaanavil
BBC Earth Tamil,http://96.44.160.246:9999/smt.php?id=bbcearthtam_raj
Colors HD,http://96.44.160.246:9999/smt.php?id=Colorhd
Colors Tamil,http://96.44.160.246:9999/smt.php?id=Colorstam_mega
Discovery Kids Tamil,http://96.44.160.246:9999/smt.php?id=discoverykidtamil_raj
Discovery Tamil,http://96.44.160.246:9999/smt.php?id=discoverytamil_raj
Discovery World Tamil,http://96.44.160.246:9999/smt.php?id=discoveryworldtam_raj
History Tamil,http://96.44.160.246:9999/smt.php?id=historytam_raj
Makkal TV,http://96.44.160.246:9999/smt.php?id=Makkaltv
Movies Now,http://96.44.160.246:9999/smt.php?id=moviesnow_raj
NatGeo Tamil,http://96.44.160.246:9999/smt.php?id=natgeotamil_raj
Natgeo Wild Tamil,http://96.44.160.246:9999/smt.php?id=natgeowildtamil_raj
News 18 Tamil,http://96.44.160.246:9999/smt.php?id=news18tamil_raj
Sony Pix,http://96.44.160.246:9999/smt.php?id=sonypix_mega
Sony Yay Tamil,http://96.44.160.246:9999/smt.php?id=sonyyaytam_raj
Star Vijay,http://96.44.160.246:9999/smt.php?id=Starvijay
Starmaa Movies,http://96.44.160.246:9999/smt.php?id=starmaamovies_raj
Starmaa,http://96.44.160.246:9999/smt.php?id=starmaa_raj
StarPlus,http://96.44.160.246:9999/smt.php?id=Starplushd
Sun Music,http://96.44.160.246:9999/smt.php?id=Sunmusic
Sun TV India,http://96.44.160.246:9999/smt.php?id=suntv_raj
Sun TV,http://96.44.160.246:9999/smt.php?id=Suntv
Times Now,http://96.44.160.246:9999/smt.php?id=timesnow_mega
Vijay Super,http://96.44.160.246:9999/smt.php?id=vijaysuper_raj
Zee Action,http://96.44.160.246:9999/smt.php?id=Zeeaction
Zee Business,http://96.44.160.246:9999/smt.php?id=Zeebusiness
Zee Cinema,http://96.44.160.246:9999/smt.php?id=Bollyone
Zee Cinema,http://96.44.160.246:9999/smt.php?id=Zeecinemahd
Zee News,http://96.44.160.246:9999/smt.php?id=Zeenews
Zee Tamil,http://96.44.160.246:9999/smt.php?id=Zeetamil
Zee TV,http://96.44.160.246:9999/smt.php?id=Zeetvhd


=中国=,#genre#
CCTV-1 综合,http://96.44.160.246:9999/smt.php?id=cctv1
CCTV-2 财经,http://96.44.160.246:9999/smt.php?id=cctv2
CCTV-3 综艺,http://96.44.160.246:9999/smt.php?id=cctv3
CCTV-4 中文国际,http://96.44.160.246:9999/smt.php?id=Cctv4
CCTV-4 中文国际,http://96.44.160.246:9999/smt.php?id=cctv4
CCTV-5 体育频道,http://96.44.160.246:9999/smt.php?id=cctv5
CCTV-5+ 体育赛事,http://96.44.160.246:9999/smt.php?id=cctv5plus
CCTV-6 电影,http://96.44.160.246:9999/smt.php?id=cctv6
CCTV-7 军事农业,http://96.44.160.246:9999/smt.php?id=cctv7
CCTV-8 电视剧,http://96.44.160.246:9999/smt.php?id=cctv8hd
CCTV-9 记录,http://96.44.160.246:9999/smt.php?id=cctv9hd
CCTV-10 科教,http://96.44.160.246:9999/smt.php?id=cctv10hd
CCTV-11 戏曲,http://96.44.160.246:9999/smt.php?id=cctv11
CCTV-12 社会与法,http://96.44.160.246:9999/smt.php?id=cctv12
CCTV-13 新闻频道,http://96.44.160.246:9999/smt.php?id=cctv13
CCTV-14 少儿,http://96.44.160.246:9999/smt.php?id=cctv14
CCTV-15 音乐,http://96.44.160.246:9999/smt.php?id=cctv15
CCTV-17 农村,http://96.44.160.246:9999/smt.php?id=cctv17
北京卫视,http://96.44.160.246:9999/smt.php?id=beijing
东方卫视,http://96.44.160.246:9999/smt.php?id=dongfangweishi_twn
东南卫视,http://96.44.160.246:9999/smt.php?id=fujian
广东卫视,http://96.44.160.246:9999/smt.php?id=guangdongweishi_twn
广西卫视,http://96.44.160.246:9999/smt.php?id=guangxi
湖北卫视,http://96.44.160.246:9999/smt.php?id=hubei
湖南卫视,http://96.44.160.246:9999/smt.php?id=hunan_twn
江苏卫视,http://96.44.160.246:9999/smt.php?id=jiangsu_twn
深圳卫视,http://96.44.160.246:9999/smt.php?id=shenzhen
四川卫视,http://96.44.160.246:9999/smt.php?id=sichuan_twn
浙江卫视,http://96.44.160.246:9999/smt.php?id=zhejiang_twn
大湾区卫视,http://96.44.160.246:9999/smt.php?id=nanfang_twn
